,날짜,언론사,제목,sentiment
4921,2022.02.15,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 소폭 상승…특히 엠에스오토텍 4거래일만에 상승",1
4922,2022.02.15,초이스경제,미국증시 나스닥100 '소폭 상승'...테슬라·엔비디아·AMD '상승' vs 모더나·펠로튼 '급락',1
4974,2022.02.15,글로벌경제,"테슬라 1.83% ↑,엔비디아 1.33% ↑일부 성장 대형기술주 반등",1
4979,2022.02.15,초이스경제,"테슬라, 기록적인 이익에도 미국서 세금 안낸다",1
4980,2022.02.15,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 엇갈리는 주가…센트랄모텍 소폭 상승 반해 명신산업 1% 낙폭",1
4986,2022.02.15,핀포인트뉴스,다우· 나스닥지수 속락 마감... 테슬라 상승에 삼성SDI LG화학 SK이노베이션 들썩이나,1
4988,2022.02.15,이코노뉴스,"뉴욕증시, 우크라이나 사태와 연준 긴축 우려에 하락…기술주 혼조-메타 소폭 하락, 테슬라 1%대 상승, 엑손모빌 등 에너지 하락주도",1
4989,2022.02.15,초이스경제,"미국증시 마감 40분전...4대지수 '하락', 테슬라·AMD '상승', 美10년물금리 1.986%",1
4991,2022.02.15,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 소폭 상승…특히 엠에스오토텍 4거래일만에 상승",1
4993,2022.02.15,초이스경제,미국증시 나스닥100 '소폭 상승'...테슬라·엔비디아·AMD '상승' vs 모더나·펠로튼 '급락',1
5100,2022.02.15,매일경제,테슬라 주식 6조9000억 어치 기부한 머스크…왜?,1
5101,2022.02.15,IT조선,"머스크, 테슬라 주식 6.8조원치 자선단체에 기부",1
5104,2022.02.15,내외경제tv,"WFP와 설전 벌이던 테슬라, 스페이스엑스 CEO '일론머스크'…7조 기부?",1
5105,2022.02.15,글로벌이코노믹,"일론 머스크, 자선단체에 테슬라 주식 57억 달러어치 기부",1
5114,2022.02.15,TV조선,"공정위, '1회 충전 446㎞ 과장광고' 테슬라 제재 착수…다른 전기차는?",0
5115,2022.02.15,연합뉴스,"공정위, '전기차 배터리 성능 과장광고' 테슬라 제재 착수",0
5116,2022.02.15,머니S,테슬라에 과징금 100억?… 공정위 “전기차 배터리 성능 부풀려” 제재 착수,0
5117,2022.02.15,YTN사이언스,"공정위, '배터리 성능 과장광고' 테슬라 제재 착수",0
5119,2022.02.15,SBS Biz,‘1회 충전에 528km 이상’ 과장광고?…테슬라에 칼 빼든 공정위,0
5120,2022.02.15,시사저널,"공정위, 테슬라 배터리 성능 부풀리기 광고에 제재 착수",0
5121,2022.02.15,글로벌이코노믹,"테슬라, '파나소닉' 배터리 때문에 공정위 제재받나",0
5122,2022.02.15,시사포커스,"테슬라, 배터리 성능 뒤통수?…공정위 제재절차 착수",0
5123,2022.02.15,서울파이낸스,"공정위, '배터리 성능 과장' 테슬라 제재 착수",0
5131,2022.02.15,엠투데이,"""1회 충전에 528km라더니..."" 공정위, 테슬라 배터리 성능 과장광고에 제재 착수",0
5132,2022.02.15,디지털데일리,"테슬라, 추운날 주행거리 40% 감소 숨겼나…공정위, 테슬라 제재 추진",0
5133,2022.02.15,서울와이어,"1회 충전에 500㎞? 추울땐 273㎞… 공정위, 테슬라 100억원 제재 착수",0
5138,2022.02.15,일간NTN,"영하엔 주행거리 급감…공정위, 테슬라 제재 착수",0
5139,2022.02.15,매일경제,테슬라 주식 6조9000억 어치 기부한 머스크…왜?,1
5140,2022.02.15,IT조선,"머스크, 테슬라 주식 6.8조원치 자선단체에 기부",1
5143,2022.02.15,내외경제tv,"WFP와 설전 벌이던 테슬라, 스페이스엑스 CEO '일론머스크'…7조 기부?",1
5144,2022.02.15,글로벌이코노믹,"일론 머스크, 자선단체에 테슬라 주식 57억 달러어치 기부",1
5153,2022.02.15,조선비즈,"일론 머스크, 테슬라 주식 6조8000억원 자선단체에 기부",1
5154,2022.02.15,뉴스1,"머스크, 지난해 11월 테슬라 주식 6조8000억원 기부",1
5156,2022.02.15,중앙일보,19조 테슬라 주식 판 머스크···알고보니 6.8조어치 자선 기부,1
5158,2022.02.15,아시아경제,머스크의 통큰 기부…6.8조원 규모 테슬라 주식 자선단체에 내놔,1
5161,2022.02.15,뉴시스,"공정위, 테슬라 제재 착수…'배터리 성능 과장 광고' 혐의",0
5163,2022.02.15,이데일리,테슬라에 다시 칼 뺀 공정위…이번엔 ‘과장광고’ 조준,0
5164,2022.02.15,뉴스1,1회 충전에 528㎞' 과장한 테슬라 제재…100억대 과징금 무나,0
5165,2022.02.15,이투데이,"공정위, '1회 충전 528km 주행 광고' 테슬라 제재 착수",0
5166,2022.02.15,데일리안,"공정위, 주행 거리 과장한 테슬라 제재 착수",0
5167,2022.02.15,서울신문,“추운 날 주행거리 뚝”… 테슬라 과장 광고에 100억대 과징금,0
5168,2022.02.15,데일리카,[팩트체크] 테슬라는 정말 배터리 과장 광고를 했을까?,0
5169,2022.02.15,중앙일보,테슬라 1회 충전에 500㎞? 공정위 “과장광고” 칼 뺐다,0
5170,2022.02.15,메트로신문,1회 충전 528km 간다는 테슬라… 공정위 '소비자 기만' 제재 절차 착수,0
5171,2022.02.15,스카이데일리,"공정위, ‘배터리 성능 과장광고’ 테슬라 제재 착수",0
5172,2022.02.15,EBN,"공정위, 테슬라에 100억대 과징금…배터리 성능 조작",0
5173,2022.02.15,월요신문,테슬라에 칼 빼든 공정위…'배터리 성능 과장 광고' 혐의,0
5174,2022.02.15,신아일보,"공정위, 테슬라 '배터리 과장광고' 제재",0
5175,2022.02.15,컨슈머타임스,"""1회 배터리 충전에 528km는 과장광고?""…테슬라 제재 나선 공정위",0
5176,2022.02.15,중소기업신문,유니클로·벤츠에 이어 테슬라까지 칼 빼든 공정위,0
5177,2022.02.15,소비자가 만드는 신문,"겨울 되니 주행거리 40% 감소...공정위, 테슬라 과징금 제재 착수",0
5178,2022.02.15,서울이코노미뉴스,테슬라 과장광고 '들통'…'주행거리 446㎞'가 추울 땐 273㎞,0
5179,2022.02.15,내일신문,배터리 성능 과장한 테슬라 ··· 공정거래위원회 제재 착수,0
5180,2022.02.15,금융소비자뉴스,배터리 성능 과장광고...주문수수료 미반환' 테슬라 제재 받는다,0
5181,2022.02.15,핀포인트뉴스,"공정위, 테슬라 주행거리 과장 제재 절차 착수...모델3 저온서 273km 불과",0
5182,2022.02.15,푸드경제신문 organiclife,"테슬라, 베터리 성능 과장 혐의로 100억대 과징금 물어내나...",0
5183,2022.02.15,아시아투데이,"공정위, ‘전기차 배터리 성능’ 과장한 테슬라 제재 절차",0
5184,2022.02.15,여성소비자신문,"공정위, 테슬라 제재 착수 ""1회 충전에 528㎞ 주행 광고했지만 겨울엔 불가능""",0
5186,2022.01.19,한국경제,"만들면 다 팔리는 테슬라…파이퍼샌들러 ""경쟁자가 없다"" [강영연의 뉴욕오프닝]",1
5190,2022.01.19,뉴스1,기술주 급락에 테슬라도 2% 가까이 하락(상보),0
5191,2022.01.19,한국경제TV,"파이퍼샌들러, 테슬라 실적 추정치 상향…""올해 차량 인도 153만대 전망""",1
5193,2022.01.19,이투데이,"삼성전기, 테슬라에 추가 수주할까…‘전장용 카메라’ 성장 기대감↑",1
5194,2022.01.19,아주경제,"테슬라, 지난해 수입 전기차 73.8% 1위…올해 독주 구도 깨질까",1
5195,2022.01.19,연합인포맥스,"CS, 테슬라 목표 주가 상향…""전기차 선두 유지""",1
5200,2022.01.19,글로벌이코노믹,"애플·테슬라, 목표주가 상향... '돈나무 언니' 아크 ETF는 '시한폭탄' 평가",1
5202,2022.01.19,뉴스1,[속보] 기술주 급락에 테슬라도 2% 가까이 하락,0
5203,2022.01.19,비즈니스포스트,"만도 올해 실적 회복 전망, ""테슬라 신규공장 가동에 외형 성장 가능""",1
5204,2022.01.19,뉴스핌,"[홍콩 시황LIVE] 美 성장주 테슬라 하락 마감, 테마주도 약세",0
5207,2022.01.19,글로벌경제,"테슬라 1.8%, 엔비디아 3.8% 하락 등 美국채금리상승에 대형 기술주 급락",0
5208,2022.01.19,내외경제tv,"美 증시, 나스닥 3개월 만에 가장 낮아…애플·테슬라도 떨어져",0
5209,2022.01.19,글로벌이코노믹,"테슬라 주주들, 솔라시티 소송 최종변론서 일론 머스크에게 '15조원 보상' 요구",0
5210,2022.01.19,아시아에이,테슬라 주가 1.82% 하락 1030.51 달러 기록,0
5211,2022.01.19,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 소폭 하락세…특히 센트랄모텍 5거래일 연속 하락",0
5214,2022.01.19,글로벌이코노믹,"뉴욕증시 비트코인 와르르 동반급락, 국채금리 암호화폐 대란 테슬라 휘청",0
5217,2022.01.19,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 소폭 하락…특히 명신산업 4거래일 연속 하락",0
5218,2022.01.19,초이스경제,"뉴욕증시 마감 34분전...4대지수·마이크로소프트 '급락', 액티비전블리자드 '폭등', 테슬라 '하락'",0
5429,2022.01.20,파이낸셜뉴스,"서학개미 운동에...외화주식 결제액 500조 눈앞 ""1위는 테슬라""",1
5430,2022.01.20,중앙일보,"""이참에 테슬라로 갈아타?"" 전기차 보조금 500만원 '눈치경쟁'",1
5431,2022.01.20,SBS,[친절한 경제] 이제 테슬라 사도 '전기차 보조금' 못 받는 경우 생긴다,0
5432,2022.01.20,매일경제,"""테슬라 폭등하면 사표 쓴다"" 외치던 김대리가 조용해졌다",0
5434,2022.01.20,디지털데일리,"삼성 vs LG, '제2의 애플' 테슬라 수주전 '점입가경'",1
5436,2022.01.20,ZDNet Korea,"일론 머스크, 가동 지연된 테슬라 독일 공장 간다",1
5437,2022.01.20,뉴데일리,보조금 개편으로 전기차 희비… 현대차·기아 ‘수혜’ vs 테슬라 ‘부담’,0
5438,2022.01.20,아시아투데이,"애플이어 테슬라…삼성·LG, 카메라 수주 격돌",1
5439,2022.01.20,연합인포맥스,"테슬라, 실적 추정치 상승에도 주가 하락…이유는",0
5440,2022.01.20,전기신문,"테슬라, 중국 의존도 낮춘다",1
5441,2022.01.20,SBS Biz,"""올해 테슬라 차량 인도 138만대→153만대 오를 것""",1
5445,2022.01.20,글로벌이코노믹,[뉴욕 e종목] 테슬라 실적 발표 앞두고 엇갈리는 전망,0
5446,2022.01.20,뷰어스,잘나가는 테슬라…높은 보험료·수리비는 아킬레스건,0
5447,2022.01.20,머니투데이,"기술주 약세, 나스닥 ""조정장 진입""...테슬라 3%↓ [뉴욕마감]",0
5448,2022.01.20,뉴스1,"기술주 매도 지속, 테슬라 1000달러 아래로…‘천슬라’ 붕괴(상보)",0
5449,2022.01.20,뉴스1,"[속보] 테슬라 3.38% 급락, 995.65 달러에 마감",0
5450,2022.01.20,글로벌이코노믹,"[단독] 테슬라, ‘사이버트럭 소형 버전’ 3월 중 공개 예정설",1
5452,2022.01.20,한국경제,"제프리스 ""포드, 전기차 기대로 과도하게 상승…테슬라가 낫다"" [강영연의 뉴욕오프닝]",1
5453,2022.01.20,연합인포맥스,"파이퍼 샌들러, 올해 테슬라 차량 인도 전망치 상향",1
5454,2022.01.20,내외경제tv,"美 증시, 나스닥 1.15% 하락…테슬라·애플 '휘청'",0
5455,2022.01.20,글로벌경제,"테슬라, 3% 넘게 하락하며 '천슬라' 다시 깨져...뉴욕증시, 조정국면 진입",0
5456,2022.01.20,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 보합세…오르락내리락 주가",0
5460,2022.01.20,글로벌이코노믹,[뉴욕증시]나스닥 1.15%↓조정장 진입… 테슬라 1000달러 선 붕괴,0
5465,2022.01.20,핀포인트뉴스,기술주 투매 긴축우려에 다우 나스닥지수 폭삭... 테슬라도 급락 삼성SDI LG화학 SK이노베이션 흔들?,0
5466,2022.01.20,이코노뉴스,"뉴욕증시, 기술주 중심 약세에 또다시 떨어져…애플 2%대 , 테슬라 3%대 하락-실적호조 금융주 상승, 소파이 13%대 급등",0
5468,2022.01.20,초이스경제,"미국증시, 기술주 부진속 '또 하락'...테슬라·애플·아마존 '뚝' vs 모간스탠리·P&G '상승'",0
5470,2022.01.20,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 희비 엇갈려…명신산업 소폭 하락 반해 엠에스오토텍 1% 상승",0
5471,2022.01.20,초이스경제,"미국증시 마감 37분전...4대지수 '하락', SOFI '급등', 테슬라 '하락', 금값 '급등', 10년물금리 1.836%",0
5766,2022.01.20,아시아경제,지난해 외화증권 보관·결제금액 사상 최대…테슬라·애플 순,1
5768,2022.01.20,데일리안,지난해 외화증권 보관액 1006억 달러 '역대 최대'…테슬라 1위,1
5770,2022.01.20,FETV,해외주식 매매규모 1년 새 2배...테슬라·애플 몰려,1
5771,2022.01.20,한국금융신문,서학개미 열기에 2021년 외화증권 보관·결제금액 '역대 최대'…테슬라 1위,1
5846,2022.01.20,파이낸셜뉴스,"서학개미 운동에...외화주식 결제액 500조 눈앞 ""1위는 테슬라""",1
5847,2022.01.20,조선비즈,서학개미 투자에 외화증권 보관액 역대 최대치…테슬라 1위,1
5848,2022.01.20,뉴스1,서학개미의 힘' 외화증권 보관액 1006억달러 '역대최대'…테슬라 1위,1
5849,2022.01.20,Queen,외화증권 보관 1006억달러 '역대최대' … 서학개미 투자 '테슬라·애플·엔비디아順',1
5850,2022.01.20,아시아경제,지난해 외화증권 보관·결제금액 사상 최대…테슬라·애플 순,1
5851,2022.01.20,글로벌경제,"서학개미, 테슬라 18조원(지난해말 기준) 보유 압도적 1위...애플 6조원으로 2위",1
5852,2022.01.20,데일리안,지난해 외화증권 보관액 1006억 달러 '역대 최대'…테슬라 1위,1
5854,2022.01.20,FETV,해외주식 매매규모 1년 새 2배...테슬라·애플 몰려,1
5855,2022.01.20,한국금융신문,서학개미 열기에 2021년 외화증권 보관·결제금액 '역대 최대'…테슬라 1위,1
6117,2022.01.20,FETV,해외주식 매매규모 1년 새 2배...테슬라·애플 몰려,1
6303,2022.02.11,조선비즈,"6조원 영업익 기록한 테슬라, 美 연방엔 세금 0원",1
6304,2022.02.11,연합뉴스,"인종차별·괴롭힘 방치' 테슬라, 미 캘리포니아주에 소송당해",0
6306,2022.02.11,ZDNet Korea,"테슬라, 또 58만대 리콜…이달 벌써 네번째",0
6307,2022.02.11,SBS Biz,"[글로벌 비즈] 테슬라, 美서 57만9천여 대 또 리콜…이달에만 4번째",0
6308,2022.02.11,내일신문,"테슬라 시총, BMW의 14배·현대차의 26배",1
6309,2022.02.11,엠투데이,"중국사업 확장나선 테슬라, 1500명 이상 신규 채용",1
6311,2022.02.11,디지털데일리,"일론 머스크의 끝없는 '중국몽(夢)'…테슬라, 이번엔 베이징에 '디자인센터' 설립 추진",1
6312,2022.02.11,데일리카,"테슬라, 미국서 붐박스 기능 손본다..전기차 주행 기준 미충족 이유",0
6313,2022.02.11,SBS Biz,"[글로벌 비즈 브리핑] 테슬라, 美서 57만9천대 리콜...넉달간 10번째",0
6314,2022.02.11,내일신문,"테슬라 시총, BMW의 14배·현대차의 26배",1
6315,2022.02.11,엠투데이,"중국사업 확장나선 테슬라, 1500명 이상 신규 채용",1
6322,2022.02.11,글로벌이코노믹,"테슬라, 베이징에 중국 디자인센터 설립 계획…경쟁사 샤오펑, 스웨덴·네덜란드 진출",1
6329,2022.02.11,글로벌경제,"대형기술주 성장주, 美 물가급등에 '우수수'...테슬라 2.95%↓, 애플 2.34%↓",0
6332,2022.02.11,뉴스투데이,"[N2 모닝 경제 브리핑-2월 11일] 美 증시, CPI 급등·금리인상 우려 속 하락...애플·테슬라 2%대↓",0
6333,2022.02.11,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 하락 흐름…센트랄모텍 1% 낙폭 이어 명신산업 역시 1% 낙폭",0
6334,2022.02.11,딜사이트,[머니네버슬립] 코카콜라·펩시코 실적 발표 / 넷플릭스 추격하는 디즈니 / 또 리콜하는 테슬라,0
6335,2022.02.11,이코노뉴스,"뉴욕증시, 소비자물가지수 급등 여파에 하락반전…애플 2%대 등 기술주 큰 폭 하락, 테슬라 3% 가까이 떨어져-금융주도 하락세",0
6336,2022.02.11,핀포인트뉴스,CPI 직격탄 다우 나스닥지수 추풍낙엽... 테슬라 급락에 삼성SDI LG화학 SK이노베이션 초비상?,0
6337,2022.02.11,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 하락세…명신산업 1% 낙폭 이어 엠에스오토텍 2% 낙폭",0
6473,2022.02.11,이데일리,"""겉으로만 의식 있는 척""…캘리포니아, '흑인 차별'로 테슬라 고소",0
6474,2022.02.11,연합뉴스,"인종차별·괴롭힘 방치' 테슬라, 미 캘리포니아주에 소송당해",0
6475,2022.02.11,블로터,"‘조직적 인종 차별’ 테슬라, 美 캘리포니아주 정부에 피소",0
6476,2022.02.11,뉴시스,"테슬라, 조직적 인종차별· 성희롱으로 주정부에 피소",0
